#,filing_url,filing_uuid,filing_year,client_uuid,client_name,ticker_symbol,client_ticker_indicator,client_government_entity,affiliated_organizations_indicator,affiliated_organizations,affiliated_organizations_count,registrant_id,registrant_name,lobbyist_ids,lobbyist_names,lobbyist_count,lobbyist_more_info,lobbyist_conviction_disclosures,lobbyist_conviction_disclosures_count,agencies,agency_count,general_issue_codes,general_issues,general_issue_count,specific_issues,bills_lobbied_on,lobbying_activities_more_info,foreign_entity_indicator,foreign_entities,foreign_entity_issues,foreign_entity_count,dollar_amount,filing_type,termination_date,date_time_posted,date_posted
11,https://lda.senate.gov/filings/public/filing/4d078a54-7624-4b09-960d-74a1bf7e745a/print/,4d078a54-7624-4b09-960d-74a1bf7e745a,2000,66cae85dcdb396ee377d548d075548c64b577b1325a69c27c6,"Apple, Inc",AAPL,Yes,No,No,,,48782,"Jefferson Business Consulting, Llc","24972, 36162","Kathy Conrad, Robert J Thompson",2.0,"[{'lobbyist_id': '24972', 'lobbyist_name': 'Kathy Conrad', 'previous_positions': ''}, {'lobbyist_...",,,"Department of Defense (DOD), Senate, House of Representatives",3.0,CPI,Computer Industry,1.0,"Federal procument policy, export control and education",,"[{'agency_ids': '1, 2, 25', 'lobbyist_ids': '24972, 36162', 'specific_issue': 'Federal procument ...",No,,,,,Mid-Year Termination,,2000-08-14 21:00:00.000,2000-08-14
12,https://lda.senate.gov/filings/public/filing/96346fc7-cdf7-4d61-b44d-982acbf1c7fd/print/,96346fc7-cdf7-4d61-b44d-982acbf1c7fd,2000,66cae85dcdb396ee377d548d075548c64b577b1325a69c27c6,Apple,AAPL,Yes,No,No,,,18570,Palmetto Group,"13364, 45824, 45849","Lindsay D Hooper, Steve Glaze, John Winburn",3.0,"[{'lobbyist_id': '13364', 'lobbyist_name': 'Lindsay D Hooper', 'previous_positions': ''}, {'lobby...",,,,,TAX,Taxation/Internal Revenue Code,1.0,,,"[{'agency_ids': '', 'lobbyist_ids': '13364, 45824, 45849', 'specific_issue': '', 'general_issue_c...",No,,,,,Registration,,2000-09-25 21:00:00.000,2000-09-25
13,https://lda.senate.gov/filings/public/filing/aa4955e2-914f-40bb-a8fa-6784a8e0f7bb/print/,aa4955e2-914f-40bb-a8fa-6784a8e0f7bb,2000,66cae85dcdb396ee377d548d075548c64b577b1325a69c27c6,Apple Computers Inc,AAPL,Yes,No,No,,,21893,Kpmg Llp,"19918, 34163, 40880","Melbert E Schwarz, Katherine M Breaks, Harry L Gutman",3.0,"[{'lobbyist_id': '19918', 'lobbyist_name': 'Melbert E Schwarz', 'previous_positions': 'Acct/Jnt C...",,,,,TAX,Taxation/Internal Revenue Code,1.0,,,"[{'agency_ids': '', 'lobbyist_ids': '19918, 34163, 40880', 'specific_issue': '', 'general_issue_c...",No,,,,,Registration,,2000-10-02 21:00:00.000,2000-10-02
14,https://lda.senate.gov/filings/public/filing/44e20612-180e-401a-80b4-ee9b62f331b1/print/,44e20612-180e-401a-80b4-ee9b62f331b1,2000,66cae85dcdb396ee377d548d075548c64b577b1325a69c27c6,"Apple, Inc",AAPL,Yes,No,No,,,48782,"Jefferson Business Consulting, Llc","24972, 36162","Kathy Conrad, Robert J Thompson",2.0,"[{'lobbyist_id': '24972', 'lobbyist_name': 'Kathy Conrad', 'previous_positions': ''}, {'lobbyist_...",,,"House of Representatives, Department of Defense (DOD), Senate",3.0,CPI,Computer Industry,1.0,"Federal procurement policy, export control and education",,"[{'agency_ids': '1, 2, 25', 'lobbyist_ids': '24972, 36162', 'specific_issue': 'Federal procuremen...",No,,,,,Year-End Report,,2001-02-12 21:00:00.000,2001-02-12
15,https://lda.senate.gov/filings/public/filing/11a452dd-90c9-4def-a349-768effb2e8e3/print/,11a452dd-90c9-4def-a349-768effb2e8e3,2000,66cae85dcdb396ee377d548d075548c64b577b1325a69c27c6,Apple Computers Inc,AAPL,Yes,No,No,,,21893,Kpmg Llp,"34163, 40880, 42183","Katherine M Breaks, Harry L Gutman, Thomas A Stout",3.0,"[{'lobbyist_id': '34163', 'lobbyist_name': 'Katherine M Breaks', 'previous_positions': ''}, {'lob...",,,"Senate, House of Representatives",2.0,TAX,Taxation/Internal Revenue Code,1.0,,,"[{'agency_ids': '1, 2', 'lobbyist_ids': '34163, 40880, 42183', 'specific_issue': '', 'general_iss...",No,,,,30000.0,Year-End Report,,2001-02-13 21:00:00.000,2001-02-13
16,https://lda.senate.gov/filings/public/filing/da67813a-9e0a-4612-8e9c-0417c18bf132/print/,da67813a-9e0a-4612-8e9c-0417c18bf132,2000,66cae85dcdb396ee377d548d075548c64b577b1325a69c27c6,Apple Inc,AAPL,Yes,No,No,,,4152,Apple Inc.,"42720, 42723","Joshua Tenuta, Catherine Foster",2.0,"[{'lobbyist_id': '42720', 'lobbyist_name': 'Joshua Tenuta', 'previous_positions': ''}, {'lobbyist...",,,"Department of Education, Department of Commerce (DOC), White House Office, Department of Defense ...",9.0,"CPI, EDU, IMM, LBR, TAX, TEC, TRD","Taxation/Internal Revenue Code, Trade (domestic/foreign), Telecommunications, Immigration, Labor ...",7.0,,,"[{'agency_ids': '1, 112, 12, 2, 24, 25, 32, 53, 64', 'lobbyist_ids': '42720, 42723', 'specific_is...",No,,,,180000.0,Year-End Report,,2001-02-13 21:00:00.000,2001-02-13
17,https://lda.senate.gov/filings/public/filing/78bb3f0a-2054-4fa7-89fe-d0de54aec7d6/print/,78bb3f0a-2054-4fa7-89fe-d0de54aec7d6,2000,66cae85dcdb396ee377d548d075548c64b577b1325a69c27c6,Apple,AAPL,Yes,No,No,,,18570,Palmetto Group,"13364, 45824","Lindsay D Hooper, Steve Glaze",2.0,"[{'lobbyist_id': '13364', 'lobbyist_name': 'Lindsay D Hooper', 'previous_positions': ''}, {'lobby...",,,Senate,1.0,TAX,Taxation/Internal Revenue Code,1.0,,,"[{'agency_ids': '1', 'lobbyist_ids': '13364, 45824', 'specific_issue': '', 'general_issue_code': ...",No,,,,0.0,Year-End Report,,2001-02-13 21:00:00.000,2001-02-13
18,https://lda.senate.gov/filings/public/filing/476031a8-11b6-44f3-9f61-43e0275220b5/print/,476031a8-11b6-44f3-9f61-43e0275220b5,2001,66cae85dcdb396ee377d548d075548c64b577b1325a69c27c6,Apple,AAPL,Yes,No,No,,,18570,Palmetto Group,"13364, 45824","Lindsay D Hooper, Steve Glaze",2.0,"[{'lobbyist_id': '13364', 'lobbyist_name': 'Lindsay D Hooper', 'previous_positions': ''}, {'lobby...",,,Senate,1.0,TAX,Taxation/Internal Revenue Code,1.0,,,"[{'agency_ids': '1', 'lobbyist_ids': '13364, 45824', 'specific_issue': '', 'general_issue_code': ...",No,,,,100000.0,Mid-Year Termination,,2001-07-01 21:00:00.000,2001-07-01
19,https://lda.senate.gov/filings/public/filing/9cf9d2b5-b3b2-4306-83bb-e0b4686ba4cb/print/,9cf9d2b5-b3b2-4306-83bb-e0b4686ba4cb,2001,66cae85dcdb396ee377d548d075548c64b577b1325a69c27c6,Apple,AAPL,Yes,No,No,,,65976,"Capitol Tax Partners, Llp","21512, 21773, 44436","Jonathan Talisman, Lindsay Hooper, Robert J Leonard",3.0,"[{'lobbyist_id': '21512', 'lobbyist_name': 'Jonathan Talisman', 'previous_positions': 'Treasury D...",,,,,TAX,Taxation/Internal Revenue Code,1.0,,,"[{'agency_ids': '', 'lobbyist_ids': '21512, 21773, 44436', 'specific_issue': '', 'general_issue_c...",No,,,,,Registration,,2001-08-07 21:00:00.000,2001-08-07
20,https://lda.senate.gov/filings/public/filing/5d7df2e4-322c-4080-bbd5-538a57347d1c/print/,5d7df2e4-322c-4080-bbd5-538a57347d1c,2001,66cae85dcdb396ee377d548d075548c64b577b1325a69c27c6,Apple,AAPL,Yes,No,No,,,18570,Palmetto Group,"13364, 45824","Lindsay D Hooper, Steve Glaze",2.0,"[{'lobbyist_id': '13364', 'lobbyist_name': 'Lindsay D Hooper', 'previous_positions': ''}, {'lobby...",,,Senate,1.0,TAX,Taxation/Internal Revenue Code,1.0,,,"[{'agency_ids': '1', 'lobbyist_ids': '13364, 45824', 'specific_issue': '', 'general_issue_code': ...",No,,,,100000.0,Mid-Year Termination,,2001-08-07 21:00:00.000,2001-08-07
