title,description,price,provider,url,category,category_aws,volume,size,dimension,update_frequency,price_mode,coverage,currency,platform,data_sample
不良信息（需授权）,验证是否存在不良记录（涉案类型：比如：在逃、前科 吸毒、涉毒、重点人员等）。,0.0,天仪基业（上海）智能科技有限公司,https://www.gzdex.com.cn/market/detail/2701,居民服务、修理和其他服务业,Public Sector Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
多头借贷（需授权）,获得消费金融、小额贷款公司的贷款情况，输出贷款机构数、逾期机构、信用评分等内容。,0.0,天仪基业（上海）智能科技有限公司,https://www.gzdex.com.cn/market/detail/2702,租赁和商务服务业,"Retail, Location & Marketing Data",0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
多维搜索,利用特色维度（例如纳税总额、营业总收入、员工人数）来帮助工作人员快速找到适合的投资标的。,0.0,天仪基业（上海）智能科技有限公司,https://www.gzdex.com.cn/market/detail/2703,金融业,Financial Services Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
中国上市公司碳排放排行榜,针对自行开展数据披露的企业，及时追踪收集披露数据；对于未披露的企业，结合中创碳投扎实的碳核算理论与实践经验，构建企业碳估算模型，估算企业碳排放，并进行榜单制作。,0.0,北京中创碳投科技有限公司,https://www.gzdex.com.cn/market/detail/2692,水利、环境和公共设施管理业,Environmental Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
点云及图像数据,贵阳市 1200 公里范围内的采集数据，包括点云数据、图像数据及对应的车辆位姿数据,0.0,广州祺宸科技有限公司,https://www.gzdex.com.cn/market/detail/2754,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
水准点元数据,由贵州省自然资源厅授权保管，贵州省范围内的各等级水准点，涉密成果依审批提供。,0.0,贵州省测绘资料档案馆（贵州省基础地理信息中心）,https://www.gzdex.com.cn/market/detail/2869,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
三角点元数据,由贵州省自然资源厅授权保管，贵州省范围内的各等级水准点，涉密成果依审批提供。,0.0,贵州省测绘资料档案馆（贵州省基础地理信息中心）,https://www.gzdex.com.cn/market/detail/2870,电力、热力、燃气及水生产和供应业,Public Sector Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
GNSS成果（2000坐标）元数据,由贵州省自然资源厅授权保管，贵州省范围内的各等级水准点，涉密成果依审批提供。,0.0,贵州省测绘资料档案馆（贵州省基础地理信息中心）,https://www.gzdex.com.cn/market/detail/2871,建筑业,Manufacturing Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
正射影像数据,梵净山保护区区域0.1米正射影像，为研究该区域生态保护状况，自行生产，覆盖范围约200平方千米。,0.0,贵州省第二测绘院,https://www.gzdex.com.cn/market/detail/2872,水利、环境和公共设施管理业,Environmental Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
1:1万数字线划图（DLG）元数据,由贵州省自然资源厅授权保管，1:1万数字线划图（DLG）元数据覆盖贵州省省范围60%，国家标准比例尺地形图依审批提供,0.0,贵州省测绘资料档案馆（贵州省基础地理信息中心）,https://www.gzdex.com.cn/market/detail/2864,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
1:1万数字正射影像（DOM)元数据,由贵州省自然资源厅授权保管，1:1万数字高程模型（DEM）元数据覆盖贵州省范围100%，国家标准比例尺数字正射影像依审批提供。,0.0,贵州省测绘资料档案馆（贵州省基础地理信息中心）,https://www.gzdex.com.cn/market/detail/2865,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
1:5万数字正射影像(DOM)元数据,由贵州省自然资源厅授权保管，1:5万数字高程模型（DEM）元数据覆盖贵州省范围100%，国家标准比例尺数字正射影像依审批提供。,0.0,贵州省测绘资料档案馆（贵州省基础地理信息中心）,https://www.gzdex.com.cn/market/detail/2866,制造业,Manufacturing Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
1:2.5万数字正射影像(DOM)元数据,由贵州省自然资源厅授权保管，1:2.5万数字高程模型（DEM）元数据覆盖贵州省范围100%，国家标准比例尺数字正射影像依审批提供。,0.0,贵州省测绘资料档案馆（贵州省基础地理信息中心）,https://www.gzdex.com.cn/market/detail/2867,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
1:1万数字栅格地形图（DRG)元数据,由贵州省自然资源厅授权保管，1:1万数字栅格地形图（DRG）元数据覆盖贵州省范围100%，国家标准比例尺数字栅格地形图依审批提供。,0.0,贵州省测绘资料档案馆（贵州省基础地理信息中心）,https://www.gzdex.com.cn/market/detail/2868,公共管理、社会保障和社会组织,Public Sector Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
1:5万数字线划图（DLG）元数据,由贵州省自然资源厅授权保管，1:5万数字线划图（DLG）元数据覆盖贵州省范围100%，国家标准比例尺地形图依审批提供。,0.0,贵州省测绘资料档案馆（贵州省基础地理信息中心）,https://www.gzdex.com.cn/market/detail/2860,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
1:1万数字高程模型（DEM）元数据,由贵州省自然资源厅授权保管，1:1万数字高程模型（DEM）元数据覆盖贵州省范围100%，国家标准比例尺数字高程模型依审批提供。,0.0,贵州省测绘资料档案馆（贵州省基础地理信息中心）,https://www.gzdex.com.cn/market/detail/2861,制造业,Manufacturing Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
1:100万数字线划图（DLG）元数据,由贵州省自然资源厅授权保管，1:100万数字线划图（DLG）元数据覆盖贵州省范围100%，国家标准比例尺地形图依审批提供。,0.0,贵州省测绘资料档案馆（贵州省基础地理信息中心）,https://www.gzdex.com.cn/market/detail/2862,制造业,Manufacturing Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
1:5万数字高程模型（DEM）元数据,由贵州省自然资源厅授权保管，1:5万数字高程模型（DEM）元数据覆盖贵州省范围100%，国家标准比例尺数字高程模型依审批提供。,0.0,贵州省测绘资料档案馆（贵州省基础地理信息中心）,https://www.gzdex.com.cn/market/detail/2863,制造业,Manufacturing Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
贵州省北斗卫星导航基准站网,1、差分改正数据:通过互联网播发，用于用户位置高精度改正；2、基准站原始观测数据:需按流程审批通过后提供，用于特定用户（如相邻省份CORS中心）数据共享和解算等。,0.0,贵州省第一测绘院（贵州省北斗导航位置服务中心）,https://www.gzdex.com.cn/market/detail/2874,制造业,Manufacturing Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
车路协同数据,车路协同贵阳市及贵安市范围内高快和重要道路2000公里的高精地图数据，包括车道边线、车道中心线、道路面/路口面、地面要素、地面辅助标识等，其高精地图要素的绝对精度50cm，相对精度20cm。,0.0,深圳市凯立德科技股份有限公司,https://www.gzdex.com.cn/market/detail/2875,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
赫章县地图,《赫章县地图》是利用最新的地名普查成果数据、行政区划数据、GPS数据及DEM数据，在地里国情数据的基础框架上结合实际调研收集第一手资料，保证了地图的现势性,0.0,贵州省第三测绘院（贵州省国土资源遥感监测中心）,https://www.gzdex.com.cn/market/detail/2877,水利、环境和公共设施管理业,Environmental Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
凯里市地图,《凯里市地图》是利用最新的地名普查成果数据、行政区划数据、GPS数据及DEM数据，在地里国情数据的基础框架上结合实际调研收集第一手资料，保证了地图的现势性。,0.0,贵州省第三测绘院（贵州省国土资源遥感监测中心）,https://www.gzdex.com.cn/market/detail/2876,公共管理、社会保障和社会组织,Public Sector Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
高速货车运载核验（T+1,“经交通部授权获取，支持全国范围内高速通行数据分析”。货车运载核验（T+1），返回查询状态、车货总重、支付类型、里程等参数。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2894,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
全国车辆配置查验（车辆详情）,“经交通部授权获取，支持全国范围内高速通行数据分析”。用于车险投保时，保单录入需要对注册车辆做信息查验。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2895,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
车辆出险记录查验（简）,“经交通部授权获取，支持全国范围内高速通行数据分析”。用于二手车残值评估、汽车金融车辆估值、汽车维修情况评估、车损情况评定等。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2898,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
全国车辆过户信息查验,“经交通部授权获取，支持全国范围内高速通行数据分析”。全国车辆过户信息查验，返回过户年月、过户后所在城市、总过户次数、过户前所在城市等参数。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2889,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
高速车辆通行总次数核验,“经交通部授权获取，支持全国范围内高速通行数据分析”。通过车牌号，车牌颜色，查询车辆行驶总次数情况。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2890,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
高速车辆行驶里程核验,“经交通部授权获取，支持全国范围内高速通行数据分析”。车辆行驶里程核验，返回查询状态和高速车辆行驶信息。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2891,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
车辆运力评估,“经交通部授权获取，支持全国范围内高速通行数据分析”。通过车牌号，车牌颜色，查询车辆出入站，货源地的运输里程，通行次数，通行费用等其他车辆运力相关情况。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2892,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
客车全量因子,“经交通部授权获取，支持全国范围内高速通行数据分析”。客车全量因子，返回车牌号、总行程数、通行总时长等参数。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2893,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
道路运输许可证核验,“经交通部授权获取，支持全国范围内高速通行数据分析”。道路运输许可证核验，返回道路运输证号、证照状态、营运状态、发证机关、到期预警、有效期核验、道路运输证号是否一致、业务名称等参数。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2884,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
货车月经营分布评估,“经交通部授权获取，支持全国范围内高速通行数据分析”。通过车牌号，车辆类型，查询货车在通行中不同里程通行次数与时长情况。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2887,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
高速车辆行驶时间段评估,“经交通部授权获取，支持全国范围内高速通行数据分析”。通过车牌号，车牌颜色，查询车辆不同时间段通行次数情况。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2888,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
高速车辆ETC支付次数评估,“经交通部授权获取，支持全国范围内高速通行数据分析”。通过车牌号，车牌颜色，查询车辆ETC使用总次数与占比情况。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2880,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
新能源车辆电池性能查验（简）,“经交通部授权获取，支持全国范围内高速通行数据分析”。新能源车辆的电池性能查验，返回车架号、电池厂商、电池包编码、标称电池容量等参数。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2881,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
全国车辆VIN基础信息查验,“经交通部授权获取，支持全国范围内高速通行数据分析”。通过车辆vin码，查询车辆配置信息。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2882,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
企业道路运输经营许可证核验,“经交通部授权获取，支持全国范围内高速通行数据分析”。企业道路运输经营许可证核验，返回经营状态、发证机关、企业组织机构代码、证照状态、到期预警、有效期核验、经营许可证号是否一致等参数。,0.0,贵州数据宝网络科技有限公司,https://www.gzdex.com.cn/market/detail/2883,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
高铁沿线大风灾害风险预警服务数据,主要面向高铁外部环境安全管控需求，提供基于高分卫星遥感图像的沿线隐患监测报告，基于融合气象、环境、高铁、地理信息等综合因素的大风风险指数预报模型，生成高铁沿线大风灾害风险预警服务产品，用于指导高铁运维部门开展针对性巡检工作。,0.0,天津市气象服务中心（天津市气象影视中心）,https://www.gzdex.com.cn/market/detail/2911,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
渤海1h/5km海雾多源融合数据,该产品由天津市气象信息中心研制，以自动气象站、静止卫星、格点实况等资料作为数据源，通过融合分析研制得到，产品覆盖112°E~124°E，35°N~43°N，时空分辨率5km/1h，滞后约15min。2023年1月起实时运行，经评估，产品质量明显优于卫星遥感产品。,0.0,天津市气象服务中心（天津市气象影视中心）,https://www.gzdex.com.cn/market/detail/2912,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
电力气象相似日数据,主要用于指导电力公司开始逐时负荷预测，它综合考虑了逐时负荷对气温的响应阈值、高影响气象因子对负荷影响的累积效应和滞后效应、电力负荷周期性等特征，建立了包括随机森林算法在内的组合预测模型。它可根据预测要素，自动计算与预测日负荷曲线相似的5个日期，并估算预测日与各气象相似日的气象负荷、时间增量差异。,0.0,天津市气象服务中心（天津市气象影视中心）,https://www.gzdex.com.cn/market/detail/2913,信息传输、软件和信息技术服务业,Telecommunications Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
电力体感温度数据,产品主要用于指导电力公司用电量预测，有别于传统体感温度计算方法，它主要聚焦影响电力用电量变化的气象要素，并按气温和湿度双阈值，与历史用电量变化曲线进行拟合订正，研发的适用于指导用电量预测的服务产品，较常规气象要素或体感温度，对电力公司用电量预测指导性更强。,0.0,天津市气象服务中心（天津市气象影视中心）,https://www.gzdex.com.cn/market/detail/2914,信息传输、软件和信息技术服务业,Telecommunications Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
查询企业资格信息,依托数据资源及企业行为信息，以价值挖掘和风险感知为核心，对企业的价值进行数字化、可视化的分析与呈现，提供企业纳税人识别号查询企业资格信息服务。,0.0,华夏方圆信用评估有限公司,https://www.gzdex.com.cn/market/detail/1489,农、林、牧、渔业,Resources Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
查询企业发票列表信息,依托数据资源及企业行为信息，以价值挖掘和风险感知为核心，对企业的价值进行数字化、可视化的分析与呈现，提供企业纳税人识别号查询企业发票列表信息服务。,0.0,华夏方圆信用评估有限公司,https://www.gzdex.com.cn/market/detail/1490,信息传输、软件和信息技术服务业,Telecommunications Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
查询企业发票物品明细信息,依托数据资源及企业行为信息，以价值挖掘和风险感知为核心，对企业的价值进行数字化、可视化的分析与呈现，提供企业纳税人识别号查询企业发票物品明细信息服务。,0.0,华夏方圆信用评估有限公司,https://www.gzdex.com.cn/market/detail/1491,居民服务、修理和其他服务业,Public Sector Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
查询企业资产负债信息,依托数据资源及企业行为信息，以价值挖掘和风险感知为核心，对企业的价值进行数字化、可视化的分析与呈现，提供企业纳税人识别号查询企业资产负债信息服务。,0.0,华夏方圆信用评估有限公司,https://www.gzdex.com.cn/market/detail/1492,信息传输、软件和信息技术服务业,Telecommunications Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
查询企业经营利润信息,依托数据资源及企业行为信息，以价值挖掘和风险感知为核心，对企业的价值进行数字化、可视化的分析与呈现，提供企业纳税人识别号查询企业经营利润信息服务。,0.0,华夏方圆信用评估有限公司,https://www.gzdex.com.cn/market/detail/1493,居民服务、修理和其他服务业,Public Sector Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
查询企业现金流量详情,依托数据资源及企业行为信息，以价值挖掘和风险感知为核心，对企业的价值进行数字化、可视化的分析与呈现，提供企业纳税人识别号查询企业现金流量信息服务。,0.0,华夏方圆信用评估有限公司,https://www.gzdex.com.cn/market/detail/1485,农、林、牧、渔业,Resources Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
查询企业票种核定信息,依托数据资源及企业行为信息，以价值挖掘和风险感知为核心，对企业的价值进行数字化、可视化的分析与呈现，提供企业纳税人识别号查询企业票种核定信息服务,0.0,华夏方圆信用评估有限公司,https://www.gzdex.com.cn/market/detail/1486,农、林、牧、渔业,Resources Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
查询企业变更记录信息,依托数据资源及企业行为信息，以价值挖掘和风险感知为核心，对企业的价值进行数字化、可视化的分析与呈现，提供企业纳税人识别号查询企业变更记录信息服务。,0.0,华夏方圆信用评估有限公司,https://www.gzdex.com.cn/market/detail/1487,信息传输、软件和信息技术服务业,Telecommunications Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
查询企业投资方信息,依托数据资源及企业行为信息，以价值挖掘和风险感知为核心，对企业的价值进行数字化、可视化的分析与呈现，提供企业纳税人识别号查询企业投资方信息服务。,0.0,华夏方圆信用评估有限公司,https://www.gzdex.com.cn/market/detail/1488,居民服务、修理和其他服务业,Public Sector Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
2023年公共交通一卡通客流数据,2023年使用贵阳市公共交通一卡通乘坐贵阳市城市轨道交通、公交巴士、BRT的客流数据,0.0,贵阳市信捷科技有限公司,https://www.gzdex.com.cn/market/detail/2949,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
投标企业前置资格信息查询报告,基于《招投标法》、《政府采购法》规定的投标资格条件要求，将供应商信息进行聚合，由系统自动出具投标人资格条件、业绩、围标串标嫌疑及其他数据的展示报告，避免弄虚作假等情况的出现。,0.0,圣辉征信有限公司,https://www.gzdex.com.cn/market/detail/2951,居民服务、修理和其他服务业,Public Sector Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
投标企业关联关系查询报告,根据政府采购法，招标投标法合格的投标人/供应商的关联性报告，从单位负责人、控股、管理关系三个方面由系统自动判断是否符合要求，做到标前筛选和风险管控。,0.0,圣辉征信有限公司,https://www.gzdex.com.cn/market/detail/2952,居民服务、修理和其他服务业,Public Sector Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
铜仁市居民电子健康档案数据,全市各区县城乡和农村居民电子健康档案数据,0.0,贵州梵晶网络科技有限公司,https://www.gzdex.com.cn/market/detail/2956,卫生和社会工作,Healthcare & Life Sciences Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
铜仁市天麻种植数据,自主经营农业大数据智慧云平台，积累的铜仁市天麻种植行业数据。包括：种植企业名称、地址、联系方式、种植数量等数据。,0.0,贵州山久长青科技集团有限公司,https://www.gzdex.com.cn/market/detail/2958,农、林、牧、渔业,Resources Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
2023年城市轨道交通OD客流数据,2023年使用贵阳市公共交通乘坐贵阳市城市轨道交通的OD客流数据,0.0,贵阳市信捷科技有限公司,https://www.gzdex.com.cn/market/detail/2959,交通运输、仓储和邮政业,Automotive Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
AI数字消费智能模型数据,基于全拓数据库通过大数据、人工智能算法等技术手段搭建数字化智能营销模型及营销资源，实现数字营销资产数据全域智能管理及应用。,0.0,全拓科技（杭州）股份有限公司,https://www.gzdex.com.cn/market/detail/2964,"批发和零售业
","Retail, Location & Marketing Data",0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
铜仁市农业合作社农产品交易数据,自主经营农数一码通乡村商城，积累的铜仁市农业合作社基础数据资料。,0.0,贵州山久长青科技集团有限公司,https://www.gzdex.com.cn/market/detail/2965,农、林、牧、渔业,Resources Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
铜仁市农业合作社地图定位数据,自主经营农数一码通乡村商城，积累的铜仁市农业合作社的地图定位数据料。包括生产基地名称、地址、经度、纬度等地图定位数据。真实有效数据。,0.0,贵州山久长青科技集团有限公司,https://www.gzdex.com.cn/market/detail/2966,农、林、牧、渔业,Resources Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
铜仁市农业合作社基础数据,自主经营农数一码通乡村商城，积累的铜仁市农业合作社基础数据资料。包括生产基地名称、地址、法人、联系电话、经营范围、相关资质资料。,0.0,贵州山久长青科技集团有限公司,https://www.gzdex.com.cn/market/detail/2967,农、林、牧、渔业,Resources Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
铜仁市农产品线上商城交易数据,自主经营农数一码通乡村商城、积累的铜仁市农产品线上商城交易数据。包括交易时间、交易主体、商品分类、商品名称、订单类型、支付方式、物流信息、交易量、交易额等真实性有效数据。,0.0,贵州山久长青科技集团有限公司,https://www.gzdex.com.cn/market/detail/2968,农、林、牧、渔业,Resources Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
微博商业数据API,微博商业数据API为企业接入者提供便捷的获取微博官方数据的通道，从而使企业接入者可向微博帐号提供数据分析、舆情监控、企业运营等服务。,0.0,北京微梦创科网络技术有限公司,https://www.gzdex.com.cn/market/detail/2969,文化、体育和娱乐业,Media & Entertainment Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
术语知识库产品,术语知识库产品涵盖了全国科学技术名词审定委员会、中央编译局、中国外文局、国务院新闻办、外语中文译写规范部际联席会议等机构发布的603865条审定术语的收集处理和聚类，可为行业企业提供知识库接口服务外，还可提供术语图谱、术语标注、知识链接等多元化的知识服务。 ,0.0,北京市电通电话技术开发有限公司,https://www.gzdex.com.cn/market/detail/2878,卫生和社会工作,Healthcare & Life Sciences Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
百里杜鹃2023年花季游客分析数据,数据来源于景区票务系统，覆盖全国范围，数据包含百里杜鹃花季期间游客的接待规模、客源地、市场分析等。,0.0,贵州百里杜鹃智慧旅游投资有限责任公司,https://www.gzdex.com.cn/market/detail/2971,文化、体育和娱乐业,Media & Entertainment Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
电商云生态数据,基于贵州电商云生态下产生的数据，包括零售、大宗等多模式业务类型，攘括外卖、旅游、团购、白酒、粮油食品、服装鞋帽、农产品等多品类相关数据,0.0,贵州电子商务云运营有限责任公司,https://www.gzdex.com.cn/market/detail/2972,居民服务、修理和其他服务业,Public Sector Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
辽宁省延伸期气候预测,预测辽宁省未来15-30天气温和降水趋势和出现强降温、强降水、高温过程的日期及量级。,0.0,辽宁华宇气象信息有限公司,https://www.gzdex.com.cn/market/detail/2990,水利、环境和公共设施管理业,Environmental Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
东北区域逐小时短临数值预报产品,基于东北区域快速循环同化短时临近数值预报系统，预报范围包括东北三省及内蒙古东北地区，每日发布24次，预报时效0-13小时，时间间隔1小时，包括GIF图片和GRIB2格点数据文件形式。,0.0,辽宁华宇气象信息有限公司,https://www.gzdex.com.cn/market/detail/2985,水利、环境和公共设施管理业,Environmental Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
东北区域0-3短期数值预报产品,基于东北区域数值预报系统，预报范围包括东北三省及内蒙古东北地区，每日发布2次，预报时效0-84小时，时间间隔1小时，包括GIF图片和GRIB2格点数据文件形式。,0.0,辽宁华宇气象信息有限公司,https://www.gzdex.com.cn/market/detail/2986,水利、环境和公共设施管理业,Environmental Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
辽宁省年度气候趋势预测数据产品,预测辽宁省未来1年气温和降水趋势、温度值、降水量值，并给出灾害展望及行业服务建议。,0.0,辽宁华宇气象信息有限公司,https://www.gzdex.com.cn/market/detail/2987,水利、环境和公共设施管理业,Environmental Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
辽宁省季节气候趋势预测数据产品,预测辽宁省未来1个季度气温和降水趋势、温度值、降水量值，并给出灾害展望及行业服务建议。,0.0,辽宁华宇气象信息有限公司,https://www.gzdex.com.cn/market/detail/2988,水利、环境和公共设施管理业,Environmental Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
辽宁省月气候趋势预测数据产品,预测辽宁省未来1个月气温和降水趋势、温度值、降水量值，并给出灾害展望及行业服务建议。,0.0,辽宁华宇气象信息有限公司,https://www.gzdex.com.cn/market/detail/2989,农、林、牧、渔业,Resources Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
辽宁省春播适宜度预报,地温（地表-20cm）、冻土深度、冻土化通日期、墒情、气温、降水量、风向、风速等预报服务产品，可到地块级别，240小时。春播服务专报、墒情监测与预报、气象条件分析及预报。,0.0,辽宁华宇气象信息有限公司,https://www.gzdex.com.cn/market/detail/2980,水利、环境和公共设施管理业,Environmental Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
辽宁省农用天气预报,农作物受台风、暴雨雪、干旱、强对流、低温、高温、霜冻、病虫害等影响的关键性转折性天气，服务包括大田作物田间管理、设施农业管理、经济林果等，可到地块级别。,0.0,辽宁华宇气象信息有限公司,https://www.gzdex.com.cn/market/detail/2981,水利、环境和公共设施管理业,Environmental Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
辽宁省森林火险预报产品,利用5KM格点数据产品，制作30天内，逐24小时全省森林火险气象等级预报。,0.0,辽宁华宇气象信息有限公司,https://www.gzdex.com.cn/market/detail/2982,水利、环境和公共设施管理业,Environmental Data,0,0,0,no-update,negotiation,CN,RMB,Guiyang Global Big Data Exchange,
